ward_id,metro,registered,valid,spoilt,n_vd,turnout,spoilt_rate,winner,winner_share,margin,enp,share_ANC,share_DA,share_EFF,share_ActionSA,tent_share,deprivation_score,pred_turnout,ward_gap_pp,risk_tier,forecast_2026,forecast_lo,forecast_hi,ward_num,top_vds
79900024,Tshwane,14807,5198,129,9,0.3598,0.0242,ANC,0.7412,0.6326,1.7573,0.7412,0.0543,0.1087,0.0208,0.0,0.7357,0.4233,-6.3514,Medium risk,0.3706,0.3186,0.4226,24,"[{'VotingDistrict': 86730015, 'station': 'SISTERS OF MERCY SCHOOL', 'station_type': 'School', 'registered': 1182, 'turnout': 0.39593908629441626, 'tent': 0}, {'VotingDistrict': 86730060, 'station': 'THULAGANYO MIDDLE SCHOOL', 'station_type': 'School', 'registered': 2211, 'turnout': 0.38760741745816374, 'tent': 0}, {'VotingDistrict': 86730138, 'station': 'KULANI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3637, 'turnout': 0.3038218311795436, 'tent': 0}]"
79900025,Tshwane,12789,4563,54,7,0.361,0.0117,ANC,0.6487,0.4933,2.2009,0.6487,0.0581,0.1554,0.0335,0.0,0.7203,0.4149,-5.3909,Medium risk,0.3286,0.2766,0.3806,25,"[{'VotingDistrict': 32960011, 'station': 'AFRICAN GOSPEL CHURCH', 'station_type': 'Church', 'registered': 2138, 'turnout': 0.3021515434985968, 'tent': 0}, {'VotingDistrict': 32960392, 'station': 'KGOTLELELANG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2925, 'turnout': 0.3490598290598291, 'tent': 0}, {'VotingDistrict': 32960404, 'station': 'VUKOSI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2997, 'turnout': 0.31998665331998666, 'tent': 0}]"
79900026,Tshwane,12022,4760,76,7,0.4023,0.0157,ANC,0.6315,0.4506,2.269,0.6315,0.0702,0.1809,0.0525,0.0,0.6962,0.4146,-1.2315,Medium risk,0.4076,0.3556,0.4596,26,"[{'VotingDistrict': 32960033, 'station': 'UTHANDO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1912, 'turnout': 0.35930962343096234, 'tent': 0}, {'VotingDistrict': 32960178, 'station': 'SOSHANGUVE HIGH SCHOOL', 'station_type': 'School', 'registered': 2191, 'turnout': 0.388407120036513, 'tent': 0}, {'VotingDistrict': 32960279, 'station': 'SEETSA SAKGWEDI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1789, 'turnout': 0.4097261039686976, 'tent': 0}]"
79900027,Tshwane,12056,4889,62,6,0.4107,0.0125,ANC,0.5776,0.4256,2.6497,0.5776,0.0481,0.1237,0.0475,0.0,0.6898,0.4061,0.4563,Low risk,0.3985,0.3465,0.4505,27,"[{'VotingDistrict': 32960189, 'station': 'SENTHIBELE SENIOR SECONDARY SCHOOL', 'station_type': 'School', 'registered': 1276, 'turnout': 0.40282131661442006, 'tent': 0}, {'VotingDistrict': 32960303, 'station': 'NCHUNCHEKO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1766, 'turnout': 0.4297848244620612, 'tent': 0}, {'VotingDistrict': 32960314, 'station': 'DIMAKATSO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2906, 'turnout': 0.41293874741913283, 'tent': 0}]"
79900028,Tshwane,12168,4706,103,7,0.3952,0.0214,ANC,0.6084,0.4261,2.3917,0.6084,0.0506,0.1823,0.1022,0.0833,0.9341,0.404,-0.8735,Medium risk,0.3686,0.3166,0.4206,28,"[{'VotingDistrict': 32951460, 'station': 'LUTHERAN CHURCH (MODISA O MOLEMO)', 'station_type': 'Church', 'registered': 1478, 'turnout': 0.42354533152909335, 'tent': 0}, {'VotingDistrict': 32951471, 'station': 'MVELEDZO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1605, 'turnout': 0.36074766355140186, 'tent': 0}, {'VotingDistrict': 32951482, 'station': 'HOPE DAYCARE CENTRE', 'station_type': 'Hall/Centre', 'registered': 1610, 'turnout': 0.35093167701863354, 'tent': 0}]"
79900029,Tshwane,13035,5545,57,7,0.4298,0.0102,ANC,0.5674,0.3118,2.5158,0.5674,0.037,0.2555,0.0496,0.0,0.6825,0.4033,2.6474,Low risk,0.4238,0.3718,0.4758,29,"[{'VotingDistrict': 32960101, 'station': 'DITHABANENG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1576, 'turnout': 0.4232233502538071, 'tent': 0}, {'VotingDistrict': 32960123, 'station': 'REDIBONE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1713, 'turnout': 0.3666082895504962, 'tent': 0}, {'VotingDistrict': 32960190, 'station': 'PUTCO SOSHANGUVE', 'station_type': 'Other', 'registered': 1703, 'turnout': 0.451556077510276, 'tent': 0}]"
79900030,Tshwane,15853,6367,73,8,0.4062,0.0113,ANC,0.5631,0.3163,2.5625,0.5631,0.0492,0.2467,0.0875,0.0,0.6894,0.4045,0.173,Low risk,0.397,0.345,0.449,30,"[{'VotingDistrict': 86690065, 'station': 'GA-RANKUWA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1984, 'turnout': 0.3805443548387097, 'tent': 0}, {'VotingDistrict': 86690098, 'station': 'MAROPENG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3262, 'turnout': 0.4049662783568363, 'tent': 0}, {'VotingDistrict': 86690122, 'station': 'MAPENANE MIDDLE SCHOOL', 'station_type': 'School', 'registered': 1834, 'turnout': 0.386041439476554, 'tent': 0}]"
79900031,Tshwane,13885,5343,117,9,0.3932,0.0214,ANC,0.4971,0.3107,3.2084,0.4971,0.1056,0.1864,0.1248,0.0,0.6712,0.4032,-0.9983,Medium risk,0.3724,0.3204,0.4244,31,"[{'VotingDistrict': 33280017, 'station': 'VISSERSHOEK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1002, 'turnout': 0.4221556886227545, 'tent': 0}, {'VotingDistrict': 33280163, 'station': 'PREPARING LEADERSHIP OF TOMMOROW CRECHE', 'station_type': 'Other', 'registered': 298, 'turnout': 0.8691275167785235, 'tent': 0}, {'VotingDistrict': 86690010, 'station': 'TSELA-TSHWEU MOEPATHUTSE ABET CENTRE', 'station_type': 'Hall/Centre', 'registered': 1795, 'turnout': 0.36991643454038997, 'tent': 0}]"
79900032,Tshwane,16183,6151,44,10,0.3828,0.0071,ANC,0.5586,0.3577,2.6828,0.5586,0.0658,0.2009,0.1187,0.0,0.6951,0.4064,-2.3543,Medium risk,0.3724,0.3204,0.4244,32,"[{'VotingDistrict': 32960707, 'station': 'SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY', 'station_type': 'Other', 'registered': 1966, 'turnout': 0.13224821973550355, 'tent': 0}, {'VotingDistrict': 32961191, 'station': 'KAMOGELO DAY CARE CENTER', 'station_type': 'Hall/Centre', 'registered': 904, 'turnout': 0.536504424778761, 'tent': 0}, {'VotingDistrict': 86690043, 'station': 'TIM MODISE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2085, 'turnout': 0.35587529976019183, 'tent': 0}]"
79900033,Tshwane,14557,5734,81,8,0.3995,0.0139,ANC,0.5427,0.3699,2.8868,0.5427,0.067,0.1728,0.0937,0.0,0.6849,0.4039,-0.4407,Medium risk,0.3817,0.3297,0.4337,33,"[{'VotingDistrict': 32960044, 'station': 'BOEPATHUTSE JUNIOR SECONDARY SCHOOL', 'station_type': 'School', 'registered': 1565, 'turnout': 0.3936102236421725, 'tent': 0}, {'VotingDistrict': 32960055, 'station': 'LETHABONG SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2249, 'turnout': 0.37394397510004446, 'tent': 0}, {'VotingDistrict': 32960066, 'station': 'HLANGANANI HIGH SCHOOL', 'station_type': 'School', 'registered': 1588, 'turnout': 0.43073047858942065, 'tent': 0}]"
79900034,Tshwane,13429,4846,49,6,0.3645,0.01,ANC,0.6279,0.4802,2.3038,0.6279,0.0388,0.1478,0.1135,0.0,0.7205,0.4109,-4.6377,Medium risk,0.3553,0.3033,0.4073,34,"[{'VotingDistrict': 32960077, 'station': 'RHULANI COMBINED SCHOOL', 'station_type': 'School', 'registered': 2106, 'turnout': 0.38509021842355173, 'tent': 0}, {'VotingDistrict': 32960088, 'station': 'PHUMZILE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1996, 'turnout': 0.24348697394789579, 'tent': 0}, {'VotingDistrict': 32960099, 'station': 'KHENSANI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3151, 'turnout': 0.3779752459536655, 'tent': 0}]"
79900035,Tshwane,14466,5064,80,6,0.3556,0.0156,ANC,0.5796,0.4208,2.6143,0.5796,0.0533,0.1588,0.0752,0.0,0.7136,0.4072,-5.1644,Medium risk,0.3549,0.3029,0.4069,35,"[{'VotingDistrict': 32960156, 'station': 'A RETHABENG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1946, 'turnout': 0.47019527235354575, 'tent': 0}, {'VotingDistrict': 32960167, 'station': 'RETHOMILE JUNIOR SECONDARY SCHOOL', 'station_type': 'School', 'registered': 1692, 'turnout': 0.233451536643026, 'tent': 0}, {'VotingDistrict': 32960572, 'station': 'TIPFUXENI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3163, 'turnout': 0.415428390768258, 'tent': 0}]"
79900036,Tshwane,13909,4997,37,9,0.3619,0.0074,ANC,0.4973,0.2958,3.1645,0.4973,0.0841,0.2015,0.1355,0.0,0.6907,0.4005,-3.8547,Medium risk,0.3749,0.3229,0.4269,36,"[{'VotingDistrict': 32960022, 'station': 'SHALOM PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2292, 'turnout': 0.3486038394415358, 'tent': 0}, {'VotingDistrict': 32960134, 'station': 'TSHWANE NORTH COLLEGE', 'station_type': 'School', 'registered': 834, 'turnout': 0.10551558752997602, 'tent': 0}, {'VotingDistrict': 32960471, 'station': 'SINQOBILE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1469, 'turnout': 0.4309053778080327, 'tent': 0}]"
79900037,Tshwane,13714,5220,66,8,0.3854,0.0125,ANC,0.6195,0.4013,2.2671,0.6195,0.0544,0.2182,0.0789,0.0,0.7059,0.4112,-2.5711,Medium risk,0.3553,0.3033,0.4073,37,"[{'VotingDistrict': 32960796, 'station': 'KGETHEGO EARLY LEARNING CENTRE', 'station_type': 'Hall/Centre', 'registered': 4631, 'turnout': 0.3556467285683438, 'tent': 0}, {'VotingDistrict': 32960820, 'station': 'COMMANDMENT OF GOD MINISTRY (CGM)', 'station_type': 'Church', 'registered': 3436, 'turnout': 0.3719441210710128, 'tent': 0}, {'VotingDistrict': 32960921, 'station': 'REVIVAL FOR ALL NATIONS’ MINISTRIES', 'station_type': 'Church', 'registered': 1757, 'turnout': 0.45589072282299375, 'tent': 0}]"
79900038,Tshwane,11473,2906,44,8,0.2571,0.0149,ANC,0.4136,0.1872,3.713,0.4136,0.1745,0.2264,0.1115,0.1126,0.95,0.395,-13.7827,High risk,0.2814,0.2294,0.3334,38,"[{'VotingDistrict': 32951213, 'station': 'SHIRINDA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2081, 'turnout': 0.27775108121095626, 'tent': 0}, {'VotingDistrict': 32951224, 'station': 'SEVENTH DAY ADVENTIST CHURCH', 'station_type': 'Church', 'registered': 1917, 'turnout': 0.22013562858633282, 'tent': 0}, {'VotingDistrict': 32951303, 'station': 'MINI MUNITORIA', 'station_type': 'Other', 'registered': 357, 'turnout': 0.17086834733893558, 'tent': 0}]"
79900039,Tshwane,12941,4584,112,6,0.3629,0.0239,ANC,0.6719,0.4762,2.0191,0.6719,0.0478,0.1957,0.0443,0.0,0.7255,0.415,-5.2164,Medium risk,0.3227,0.2707,0.3747,39,"[{'VotingDistrict': 32960594, 'station': 'REABETSWE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3840, 'turnout': 0.37890625, 'tent': 0}, {'VotingDistrict': 32960606, 'station': 'SEAGENG SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2655, 'turnout': 0.34764595103578155, 'tent': 0}, {'VotingDistrict': 32960695, 'station': 'AYANDA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2443, 'turnout': 0.32623823168235777, 'tent': 0}]"
79900040,Tshwane,14813,4608,112,5,0.3186,0.0237,ANC,0.615,0.4781,2.4205,0.615,0.0395,0.1369,0.0625,0.0,0.739,0.4093,-9.0702,High risk,0.3068,0.2548,0.3588,40,"[{'VotingDistrict': 32952023, 'station': 'MEETSE A BOPHELO PRIMARY', 'station_type': 'School', 'registered': 3166, 'turnout': 0.2631080227416298, 'tent': 0}, {'VotingDistrict': 32952056, 'station': 'PFUNZO NDI TSHEDZA SCHOOL', 'station_type': 'School', 'registered': 5368, 'turnout': 0.3204172876304024, 'tent': 0}, {'VotingDistrict': 32952405, 'station': 'FUTURE GLORY MINISTRIES PHOMOLONG', 'station_type': 'Church', 'registered': 2744, 'turnout': 0.2715014577259475, 'tent': 0}]"
79900041,Tshwane,16210,8886,80,8,0.5531,0.0089,DA,0.6193,0.4886,2.4043,0.0864,0.6193,0.0493,0.0685,0.1276,0.7666,0.514,3.9077,Low risk,0.5453,0.4933,0.5973,41,"[{'VotingDistrict': 32950278, 'station': 'LAERSKOOL MEYERSPARK', 'station_type': 'School', 'registered': 2576, 'turnout': 0.546583850931677, 'tent': 0}, {'VotingDistrict': 32950425, 'station': 'LAERSKOOL SKUILKRANS', 'station_type': 'School', 'registered': 3879, 'turnout': 0.580046403712297, 'tent': 0}, {'VotingDistrict': 32950964, 'station': 'LAERSKOOL SILVERTON', 'station_type': 'School', 'registered': 2754, 'turnout': 0.4190268700072622, 'tent': 0}]"
79900042,Tshwane,14721,8707,41,6,0.5943,0.0047,DA,0.7356,0.6164,1.7789,0.0642,0.7356,0.013,0.0482,0.0922,0.6166,0.5518,4.2499,Low risk,0.5806,0.5286,0.6326,42,"[{'VotingDistrict': 32950841, 'station': 'MONUMENT PARK LAERSKOOL', 'station_type': 'School', 'registered': 3842, 'turnout': 0.5606454971369078, 'tent': 0}, {'VotingDistrict': 32950852, 'station': 'WATERKLOOF BAPTIST CHURCH', 'station_type': 'Church', 'registered': 2992, 'turnout': 0.5795454545454546, 'tent': 0}, {'VotingDistrict': 32951022, 'station': 'WATERKLOOF PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3305, 'turnout': 0.5691376701966717, 'tent': 0}]"
79900043,Tshwane,14533,6302,62,6,0.4379,0.0097,DA,0.3023,0.0024,4.4417,0.1165,0.3023,0.0317,0.1609,0.2812,0.95,0.3969,4.0988,Low risk,0.4154,0.3634,0.4674,43,"[{'VotingDistrict': 32950919, 'station': 'NORRIDGE PARK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2795, 'turnout': 0.259391771019678, 'tent': 0}, {'VotingDistrict': 32950920, 'station': 'P.S. FOURIE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2724, 'turnout': 0.4544787077826725, 'tent': 0}, {'VotingDistrict': 32950931, 'station': 'TENT AT LABOUR & PEGGY BARNES', 'station_type': 'Tent', 'registered': 2766, 'turnout': 0.45950831525668834, 'tent': 1}]"
79900044,Tshwane,14391,8934,47,7,0.6241,0.0052,DA,0.7032,0.5289,1.8914,0.0293,0.7032,0.0153,0.0495,0.5105,0.95,0.5143,10.9799,Low risk,0.6022,0.5502,0.6542,44,"[{'VotingDistrict': 32950245, 'station': 'TENT AT CNR VAALKOP & TZANEEN STREET', 'station_type': 'Tent', 'registered': 3182, 'turnout': 0.5229415461973601, 'tent': 1}, {'VotingDistrict': 32951033, 'station': 'NG KERK VALLEISIG', 'station_type': 'Church', 'registered': 2497, 'turnout': 0.6119343211854225, 'tent': 0}, {'VotingDistrict': 32952078, 'station': 'TOMORROWS PEOPLE COLLEGE', 'station_type': 'School', 'registered': 2772, 'turnout': 0.584054834054834, 'tent': 0}]"
79900045,Tshwane,14598,9191,28,8,0.6315,0.003,DA,0.6679,0.4874,2.0661,0.0421,0.6679,0.0165,0.0472,0.0774,0.5719,0.5337,9.7783,Low risk,0.6052,0.5532,0.6572,45,"[{'VotingDistrict': 32950818, 'station': 'PRETORIUS PARK ELECTRICITY DEPOT', 'station_type': 'Other', 'registered': 1595, 'turnout': 0.4407523510971787, 'tent': 0}, {'VotingDistrict': 32951077, 'station': 'GARSFONTEIN HOËRSKOOL', 'station_type': 'Other', 'registered': 3762, 'turnout': 0.5494417862838915, 'tent': 0}, {'VotingDistrict': 32951088, 'station': 'GARSFONTEIN LAERSKOOL', 'station_type': 'School', 'registered': 2165, 'turnout': 0.6484988452655889, 'tent': 0}]"
79900046,Tshwane,14960,8827,31,6,0.5921,0.0035,DA,0.73,0.5842,1.791,0.0391,0.73,0.0118,0.0464,0.1516,0.7814,0.5468,4.5315,Low risk,0.5655,0.5135,0.6175,46,"[{'VotingDistrict': 32950874, 'station': 'LYNNWOOD RIDGE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3428, 'turnout': 0.5956826137689615, 'tent': 0}, {'VotingDistrict': 32950986, 'station': 'N.G KERK SILVERTON KRUIN', 'station_type': 'Church', 'registered': 1977, 'turnout': 0.5670207384926657, 'tent': 0}, {'VotingDistrict': 32951044, 'station': 'ST ALBANS COLLEGE', 'station_type': 'School', 'registered': 2834, 'turnout': 0.5878616796047988, 'tent': 0}]"
79900047,Tshwane,15116,9408,46,6,0.6254,0.0049,DA,0.6984,0.5095,1.8972,0.0366,0.6984,0.0128,0.0422,0.0,0.3494,0.548,7.7407,Low risk,0.6194,0.5674,0.6714,47,"[{'VotingDistrict': 32950885, 'station': 'LAERSKOOL ELARDUSPARK', 'station_type': 'School', 'registered': 2775, 'turnout': 0.5697297297297297, 'tent': 0}, {'VotingDistrict': 32950997, 'station': 'CHOOSE LIFE CHURCH', 'station_type': 'Church', 'registered': 4350, 'turnout': 0.5926436781609196, 'tent': 0}, {'VotingDistrict': 32951000, 'station': 'KLEUTERGENOT PRE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3232, 'turnout': 0.5968440594059405, 'tent': 0}]"
79900048,Tshwane,17159,8883,49,8,0.5205,0.0055,DA,0.5279,0.3467,2.9707,0.1206,0.5279,0.0755,0.1811,0.5302,0.95,0.454,6.6537,Low risk,0.5103,0.4583,0.5623,48,"[{'VotingDistrict': 32980237, 'station': 'HEUWELOORD COMMUNITY TEST CENTRE', 'station_type': 'Hall/Centre', 'registered': 6538, 'turnout': 0.4787396757418171, 'tent': 0}, {'VotingDistrict': 32980293, 'station': 'TENT AT MNANDI SPAR', 'station_type': 'Tent', 'registered': 1733, 'turnout': 0.41431044431621467, 'tent': 1}, {'VotingDistrict': 32980349, 'station': 'TENT - 114 CRECH MISSION', 'station_type': 'Tent', 'registered': 1180, 'turnout': 0.5110169491525424, 'tent': 1}]"
79900049,Tshwane,14533,5590,100,9,0.3915,0.0176,ANC,0.5331,0.3868,3.0234,0.5331,0.1147,0.1463,0.0494,0.0237,0.7414,0.4074,-1.5891,Medium risk,0.3694,0.3174,0.4214,49,"[{'VotingDistrict': 33160014, 'station': 'MOKONYAMA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1771, 'turnout': 0.4816487859966121, 'tent': 0}, {'VotingDistrict': 33160025, 'station': 'HAMMANSKRAAL SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2033, 'turnout': 0.37383177570093457, 'tent': 0}, {'VotingDistrict': 33170060, 'station': 'NG KERK PETRONELLA', 'station_type': 'Church', 'registered': 1112, 'turnout': 0.5368705035971223, 'tent': 0}]"
79900050,Tshwane,14391,9328,119,4,0.6565,0.0126,DA,0.6871,0.4923,1.946,0.0387,0.6871,0.0219,0.0421,0.0,0.3386,0.5446,11.1813,Low risk,0.6503,0.5983,0.7023,50,"[{'VotingDistrict': 32951639, 'station': 'NORTHRIDGE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2214, 'turnout': 0.5975609756097561, 'tent': 0}, {'VotingDistrict': 32951684, 'station': 'HOËRSKOOL OVERKRUIN', 'station_type': 'Other', 'registered': 3563, 'turnout': 0.6213864720740948, 'tent': 0}, {'VotingDistrict': 32951842, 'station': 'WONDERBOOM LAERSKOOL', 'station_type': 'School', 'registered': 4040, 'turnout': 0.7663366336633664, 'tent': 0}]"
79900051,Tshwane,11862,4465,80,6,0.3832,0.0176,ANC,0.462,0.2788,3.4842,0.462,0.0488,0.1832,0.1664,0.0,0.6847,0.3906,-0.7425,Medium risk,0.3763,0.3243,0.4283,51,"[{'VotingDistrict': 32950740, 'station': 'ZODWA SPECIAL SCHOOL', 'station_type': 'School', 'registered': 2025, 'turnout': 0.45728395061728394, 'tent': 0}, {'VotingDistrict': 32950751, 'station': 'ISAAC MORE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2432, 'turnout': 0.4765625, 'tent': 0}, {'VotingDistrict': 32950795, 'station': 'BOKGONI TECHNICAL SCHOOL', 'station_type': 'School', 'registered': 2966, 'turnout': 0.4322319622387053, 'tent': 0}]"
79900052,Tshwane,16421,9815,29,6,0.5995,0.0029,DA,0.5933,0.3027,2.2745,0.0408,0.5933,0.012,0.033,0.0667,0.5749,0.5126,8.6917,Low risk,0.5937,0.5417,0.6457,52,"[{'VotingDistrict': 32950357, 'station': 'HUIS VERGENOEG', 'station_type': 'Other', 'registered': 2891, 'turnout': 0.6426841923209962, 'tent': 0}, {'VotingDistrict': 32950368, 'station': 'LAERSKOOL VILLIERIA', 'station_type': 'School', 'registered': 3274, 'turnout': 0.5638362858888211, 'tent': 0}, {'VotingDistrict': 32950391, 'station': 'TOTIUSDAL LAERSKOOL', 'station_type': 'School', 'registered': 3043, 'turnout': 0.6615182385803483, 'tent': 0}]"
79900053,Tshwane,13282,6859,71,7,0.5218,0.0102,DA,0.6378,0.4313,2.1954,0.0478,0.6378,0.0327,0.0475,0.0,0.4129,0.5298,-0.8014,Medium risk,0.5156,0.4636,0.5676,53,"[{'VotingDistrict': 32950111, 'station': 'SKEMERVREUGDE DIENSSENTRUM (SILWERKROON)', 'station_type': 'Other', 'registered': 1600, 'turnout': 0.574375, 'tent': 0}, {'VotingDistrict': 32950256, 'station': 'RIETONDALE SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2540, 'turnout': 0.4862204724409449, 'tent': 0}, {'VotingDistrict': 32950335, 'station': 'KORFBALVELD', 'station_type': 'Other', 'registered': 1990, 'turnout': 0.507537688442211, 'tent': 0}]"
79900054,Tshwane,14986,8925,35,5,0.5979,0.0039,DA,0.6568,0.4101,2.0231,0.0281,0.6568,0.0151,0.0266,0.0,0.371,0.5362,6.1685,Low risk,0.5675,0.5155,0.6195,54,"[{'VotingDistrict': 32950076, 'station': 'BERGSIG LAERSKOOL', 'station_type': 'School', 'registered': 3031, 'turnout': 0.6156384031672715, 'tent': 0}, {'VotingDistrict': 32950302, 'station': 'MAYVILLE LAERSKOOL', 'station_type': 'School', 'registered': 3077, 'turnout': 0.5375365615859603, 'tent': 0}, {'VotingDistrict': 32950313, 'station': 'LAERSKOOL WONDERBOOM SUID', 'station_type': 'School', 'registered': 3828, 'turnout': 0.6214733542319749, 'tent': 0}]"
79900055,Tshwane,16633,8169,88,6,0.4964,0.0107,DA,0.4089,0.2038,3.8138,0.2025,0.4089,0.0741,0.0775,0.0,0.5048,0.447,4.9453,Low risk,0.4731,0.4211,0.5251,55,"[{'VotingDistrict': 32950043, 'station': 'TUINE HOËRSKOOL', 'station_type': 'Other', 'registered': 3012, 'turnout': 0.5740371845949536, 'tent': 0}, {'VotingDistrict': 32950087, 'station': 'LAERSKOOL BOOYSENS', 'station_type': 'School', 'registered': 4916, 'turnout': 0.4625711960943857, 'tent': 0}, {'VotingDistrict': 32952539, 'station': 'HOËR TEGNIESE SKOOL PRETORIA - TUINE', 'station_type': 'Other', 'registered': 3354, 'turnout': 0.44871794871794873, 'tent': 0}]"
79900056,Tshwane,11662,4556,28,5,0.3931,0.0061,DA,0.6207,0.5202,2.3944,0.0718,0.6207,0.0856,0.1005,0.2762,0.95,0.5062,-11.311,High risk,0.3925,0.3405,0.4445,56,"[{'VotingDistrict': 32950504, 'station': 'PRETORIA-OOS LAERSKOOL', 'station_type': 'School', 'registered': 2519, 'turnout': 0.4779674473997618, 'tent': 0}, {'VotingDistrict': 32950548, 'station': 'ANTON VAN WOUW LAERSKOOL', 'station_type': 'School', 'registered': 1716, 'turnout': 0.46911421911421913, 'tent': 0}, {'VotingDistrict': 32950593, 'station': 'TENT - BELGRAVE SQUARE PARK', 'station_type': 'Tent', 'registered': 3221, 'turnout': 0.26389320086929524, 'tent': 1}]"
79900057,Tshwane,13148,6595,27,3,0.5037,0.0041,DA,0.5901,0.4314,2.556,0.0807,0.5901,0.0484,0.0922,0.3986,0.95,0.486,1.7639,Low risk,0.4977,0.4457,0.5497,57,"[{'VotingDistrict': 32980057, 'station': 'LAERSKOOL LOUIS LEIPOLDT', 'station_type': 'School', 'registered': 4956, 'turnout': 0.5221953188054883, 'tent': 0}, {'VotingDistrict': 32980068, 'station': 'LYTTELTON PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2951, 'turnout': 0.5198237885462555, 'tent': 0}, {'VotingDistrict': 32980125, 'station': 'TENT AT BANQUET HALL', 'station_type': 'Tent', 'registered': 5241, 'turnout': 0.4770082045411181, 'tent': 1}]"
79900058,Tshwane,13616,3426,40,6,0.2546,0.0115,ANC,0.3219,0.0776,4.6598,0.3219,0.1497,0.2443,0.1535,0.0,0.6963,0.3816,-12.7003,High risk,0.2466,0.1946,0.2986,58,"[{'VotingDistrict': 32950199, 'station': 'MC MOTOR CORP', 'station_type': 'Other', 'registered': 956, 'turnout': 0.3587866108786611, 'tent': 0}, {'VotingDistrict': 32950223, 'station': 'CITY HALL', 'station_type': 'Hall/Centre', 'registered': 5345, 'turnout': 0.2018709073900842, 'tent': 0}, {'VotingDistrict': 32950346, 'station': 'RIVIERA LAERSKOOL', 'station_type': 'School', 'registered': 1887, 'turnout': 0.34022257551669316, 'tent': 0}]"
79900059,Tshwane,13015,3696,124,5,0.2935,0.0325,DA,0.5076,0.3358,3.1463,0.1718,0.5076,0.1274,0.1085,0.202,0.95,0.4671,-17.361,High risk,0.2865,0.2345,0.3385,59,"[{'VotingDistrict': 32950289, 'station': 'LAERSKOOL PARATUS', 'station_type': 'School', 'registered': 2260, 'turnout': 0.13097345132743363, 'tent': 0}, {'VotingDistrict': 32950481, 'station': 'FRED WEST HALL- GEORGE BRINK SPORTS CLUB', 'station_type': 'Hall/Centre', 'registered': 2620, 'turnout': 0.2316793893129771, 'tent': 0}, {'VotingDistrict': 32950492, 'station': 'METHODIST CHURCH', 'station_type': 'Church', 'registered': 2811, 'turnout': 0.22305229455709713, 'tent': 0}]"
79900060,Tshwane,12476,5610,31,5,0.4521,0.0055,ANC,0.302,0.0234,4.5801,0.302,0.2786,0.1424,0.1481,0.2009,0.95,0.3862,6.5994,Low risk,0.4577,0.4057,0.5097,60,"[{'VotingDistrict': 32950122, 'station': 'GENERAAL BEYERS LAERSKOOL', 'station_type': 'School', 'registered': 3875, 'turnout': 0.4247741935483871, 'tent': 0}, {'VotingDistrict': 32950144, 'station': 'WESTERLIG LAERSKOOL', 'station_type': 'School', 'registered': 3013, 'turnout': 0.473946232990375, 'tent': 0}, {'VotingDistrict': 32950155, 'station': 'TENT - PARK WESTVIEW', 'station_type': 'Tent', 'registered': 2507, 'turnout': 0.4870362983645792, 'tent': 1}]"
